word,Highest_word_score
weird,0.2353509651814269
return,0.48747921820368595
mediterranean,0.40333362340639184
afternoon,0.31631844474898485
caught,0.21628852703027
quivo,0.5092003318519089
deserts,0.23140991296779775
lamb,0.5473106392384042
figure,0.2972432133200786
meat,0.25912850304111446
bonding,0.334684104023188
parked,0.2440715205866775
bbq,0.2486108910252162
fire,0.2887222487423767
buckwheat,0.27634628966309016
balls,0.3049825798622522
boss,0.25532249405945456
grill,0.2779696103653409
korean,0.3569225295962994
chilling,0.37160028685531626
octopus,0.3344340665311293
korean,0.2630220009142431
korean,0.3289685451960044
colleaguesfriends,0.3901003974730903
latte,0.3985800453210527
americans,0.2876954640094811
combined,0.2696542149039341
love,0.20800649525405826
caprese,0.27850669788705995
common,0.48901936265602713
beef,0.26557147139806625
shelpek,0.41100752264696117
soup,0.3302848422340002
silky,0.4764358643227027
raw,0.3201177549272007
great,0.27819623769293184
grocer,0.3499630244946447
grocery,0.41666549259211344
fresco,0.3916397492039893
lunch,0.23473490908330852
siew,0.3868820787084634
burger,0.6042846323564954
burgers,0.5616821193768604
cool,0.3108513792684459
burger,0.3730527800456037
fatboys,0.42926448992392485
burger,0.3494316772643589
burgers,0.3367248857580656
burger,0.4905211529146541
thai,0.42663232373463716
pineapple,0.2439344012440445
korean,0.4868301494304097
court,0.282612109313468
middle,0.46591877370541557
lobster,0.5143706035553558
clothes,0.29081251734224156
cats,0.22920730289530225
lobster,0.46476977379015255
hehe,0.2546890718555259
biscuits,0.28294181007809016
lobster,0.5406674364980222
lobster,0.3213889661205011
marinis,0.27558978130433726
chocolate,0.2984256972980776
essential,0.4021951929436069
music,0.3323183269613198
sections,0.3671892166514822
view,0.3977029930382824
marinis,0.3856403484707007
mojito,0.2696363865452802
marinis,0.29996385875654286
pizza,0.2508743378647981
marinis,0.31933327540544704
lumpur,0.22072011137506753
view,0.5165317113172939
loud,0.2739079605167608
marinis,0.29927537874541865
view,0.3109749590662841
france,0.27740850377138954
marinis,0.33787632464533324
view,0.49150341012771226
def,0.3511618608145945
sum,0.30623693799106366
sum,0.346585721446638
family,0.2863402029603627
shawarma,0.3954112563294204
ribs,0.2883003886969267
weak,0.4100219846416537
steak,0.3930635236776476
outback,0.26700919357385816
kinda,0.268677767270372
america,0.36170379110778766
lunch,0.32891497320003926
porridge,0.4523338230552813
porridge,0.31979734487833134
mom,0.22617601336881005
diner,0.3037421311773529
lunch,0.3454819817127499
seafood,0.22544730456661533
curry,0.5130773022907212
curry,0.3854871535069538
cutlets,0.4052148450590344
curry,0.4005534928428527
clam,0.4769980341584894
crabs,0.5612048182082873
lafite,0.37043512283190766
host,0.25724122056634224
ramen,0.3570215843876295
acme,0.3954281492635605
offer,0.2672451184476838
bland,0.24385447841107294
espresso,0.2027512643114656
southern,0.6329716575961364
door,0.4959132745436033
lit,0.2692608673904429
southern,0.3173238412024483
acme,0.35156019868483007
fung,0.5106289977582464
dtf,0.6349311445826753
korean,0.22369145306441413
sang,0.294153671627167
discovery,0.3003713247471218
enchiladas,0.3174071875300023
beer,0.3001919299085795
avenue,0.4388460109901737
jalapeño,0.320721821031476
juice,0.3242226668627709
mexican,0.4320558058830244
tacos,0.3388644275730684
stepping,0.3538591527928714
mexican,0.4963549801869288
fresca,0.32195006466788567
pricy,0.3270081291947017
h,0.5651195379356355
texmex,0.2898987068429075
beans,0.5011064146968895
way,0.2981377558658348
vegetarian,0.4583683264274338
kari,0.5588998559603712
meals,0.33253490664313273
range,0.3397667088659481
ok,0.39921551706605546
breakfast,0.21315747969550394
breakfast,0.25094280106012684
place,0.2988751312018779
salmon,0.3488813271438614
lunches,0.32636940737035225
bars,0.26954429084528575
night,0.2749275789617509
women,0.34023213664209334
music,0.32116316909097925
band,0.35878085615509886
beef,0.30209620858784325
flow,0.28345146611215705
drink,0.21842911833408366
lovely,0.2758399465873684
french,0.21921083804103597
rum,0.33908184092300403
chewing,0.30336334077925065
vacas,0.40132694240301164
las,0.4238300204923033
vacas,0.31665028595135886
malay,0.42721380930098946
small,0.3584230320280586
neo,0.30279908805755956
walls,0.32115994376084916
sushi,0.5059605499908426
salmon,0.40409413042217146
friend,0.28747073615152935
wondermama,0.24353368112212798
minutes,0.25470281046436855
wondermama,0.4077225786571863
fav,0.21734836055279802
malaysian,0.3514995182155488
wondermama,0.39668219763517565
tour,0.3273705302605924
mins,0.37835694269209585
coffee,0.42116278286694814
western,0.26494360885594564
olden,0.4438600260408229
mamak,0.3124978221892002
america,0.28127258087933377
shrimp,0.3870710612300134
tempura,0.46433466531003537
fugu,0.583174120291415
breakfasts,0.8412841142537442
kukus,0.37670085360300204
avenue,0.3231656059105534
section,0.29923294026898944
malay,0.29221256808950086
wings,0.3364525047442387
head,0.36682739182874796
seafood,0.43626485110490193
dish,0.27519516697270924
knuckle,0.3426756067849155
curd,0.4127119302218908
hotplate,0.27772219906304296
nepalese,0.575398838223261
chowmien,0.321705039192751
order,0.26539585044535374
lamb,0.4441212297061073
affordable,0.41845983473686843
delivery,0.3258199356705913
mandi,0.3801984783081952
restaurant,0.29157115568074854
fruit,0.38617750115209754
steamboat,0.3345746988589392
healthy,0.4376521471485328
noodle,0.2867279063723364
cousin,0.38676286434972623
office,0.3324591757333873
lrt,0.47275139238114783
curry,0.4454143184881901
fast,0.2270370462608018
disappointed,0.408348342630183
jazz,0.4936559738682896
pavlova,0.30348369193764757
jazz,0.5199920029356981
pizzas,0.32261307724975075
jazz,0.4533648776162611
msg,0.4093409903172513
given,0.2859020855187348
wrapper,0.33181457966771377
roasted,0.28361175445253384
alexis,0.3439703432361789
peach,0.2930385421976847
dim,0.31290125801190766
sum,0.4728245500696313
explore,0.40997343221582566
spring,0.3902575414515815
acceptable,0.3259277537359248
dewakan,0.2862625080641218
curated,0.24529580149072117
change,0.6086528031947205
dewakan,0.2938502062345039
sum,0.261702177173874
nepalese,0.6469630066155675
wings,0.22835606689103852
funky,0.35455763980885613
passion,0.2572970254826947
indian,0.2263453591139293
full,0.2518132926854469
wip,0.36781915851816055
drinks,0.2851402339468713
definitely,0.23510459766833353
mojitos,0.41829070128821005
happening,0.3404876828243307
age,0.23685681334841924
happy,0.2996920601096795
wip,0.3203883384194019
mojitos,0.43652836390880045
opted,0.26488685445495946
people,0.26196447495939207
great,0.5256549256258931
steamboat,0.5738133810824746
fu,0.4276298691533883
foo,0.37277909697217293
view,0.39335193041971606
level,0.2859423205873905
dining,0.17802059154726346
strato,0.3197228113791996
strato,0.3524566496746585
spend,0.30813159156481407
kin,0.4597615462359315
chiam,0.44082319615247256
aircond,0.34227969503562683
chili,0.3784020269861794
chestnut,0.3307987322508691
vegan,0.4576423075238999
bear,0.20738425556124881
cheras,0.45535888011726083
tandoori,0.4801734072610577
meaning,0.250071936555036
steaks,0.2716633701163147
marias,0.6605152596369743
burgers,0.37610243159794193
burger,0.3465203304253138
stew,0.3551676732792802
sang,0.4089996136370458
lasagna,0.6321026870690102
nandos,0.3536001335973318
fries,0.4245624582457563
fan,0.3101092404015742
request,0.40277008694135713
sideline,0.2669857284172957
coming,0.2139057111809157
perfect,0.25218304074731757
pizza,0.27367188841668005
toast,0.3609185191778569
italian,0.32243266425511674
lemongrass,0.25976755710141247
closing,0.39316166312088485
pho,0.4322570969294895
pho,0.43498455249189344
rice,0.2987672803553581
hubby,0.3426769788507834
breakfast,0.3657717216821645
coffee,0.48720833821819365
cuts,0.41900754066816187
breakfast,0.5798373919417995
bill,0.39262853005815135
inner,0.4413644303367227
sugar,0.31278448487556265
must,0.2634854636701003
brunch,0.22970226694828172
café,0.3861353582402526
specials,0.24519787739192242
jamek,0.2718575488374783
velvet,0.2714680849601099
lokl,0.26058064072904347
western,0.2674111580713747
slices,0.3497997730706659
much,0.3648554015326135
beef,0.4172734246440415
met,0.3686200142163415
thai,0.3550827090552895
lesson,0.23302326540922433
laksa,0.25509556146114665
yong,0.5377976017103095
foo,0.39771153213989596
portugese,0.22949313462938153
spicy,0.2606128826938778
portuguese,0.2871234642066476
home,0.25079956699458317
mums,0.5382145094624442
furniture,0.2946720937469054
mums,0.3340970666456092
mutton,0.3022705036472354
enjoyable,0.33299685623033165
fact,0.21881890587510092
hyatt,0.3082424322058797
chewy,0.30531228414277434
vietnam,0.4255390291054101
pok,0.3282945885891013
curry,0.47969753584450453
prawn,0.5010603210505111
smoked,0.2931813136721429
kids,0.3192795156480688
mussels,0.2907717120920896
go,0.22864200850994468
mains,0.24082596732837833
starting,0.3538924227958978
buds,0.2531069343967676
angel,0.28254809348275833
pasta,0.2524195841379429
ease,0.3056097079882559
market,0.39364091749938074
stage,0.394142211701339
porridge,0.7361867588496828
korean,0.3894344428882972
catered,0.2635635536080837
get,0.32464738385535097
son,0.3489269486250327
might,0.341070217578655
mixing,0.5610473948419086
korean,0.4648621474371384
cuban,0.5708367421863195
chowder,0.39430433004208637
brycg,0.3741270470483738
waffle,0.4828644015731064
omelet,0.40728280938035694
pasta,0.3129663353139585
shops,0.3300754975247905
cafe,0.5473951869618514
humble,0.47562858938768676
carbonara,0.29131370419194297
rm,0.30838272371070713
sunday,0.518551799101109
rawlins,0.3779482866018063
years,0.3454277159018527
lemongrass,0.2926290825360967
waived,0.3056122645188588
table,0.22086245644444572
thai,0.24384082212792232
thai,0.33989441910691726
nights,0.34049739254982986
steamboat,0.25046695928613255
lamb,0.31405181671106697
curry,0.467566574099133
leaf,0.44047530646046307
leaf,0.3361465888164419
please,0.30941695923453094
bitter,0.4433252847440896
banana,0.305451816225747
however,0.2845026806308831
hands,0.2987222141772081
rasam,0.3416321765750412
queue,0.26268917847486434
leaf,0.33604724476324255
leaf,0.3570569248957169
bittergourd,0.2745982799441473
park,0.32550072597285834
conversation,0.28787677129324724
nirvana,0.5402870850001895
gotten,0.4432821573610953
nirvana,0.3016231751473425
resist,0.28951517938139315
naan,0.31232398256968197
cause,0.2898005250832103
tandoori,0.33297670575840405
naan,0.36012011469223254
nagasari,0.43084082351027714
umbrellas,0.2961383207066882
sum,0.43447659397171684
actually,0.3742127190229743
sum,0.2840441296112834
tea,0.3648754243984734
hyatt,0.43125705224151106
views,0.3668261309497611
came,0.2006572588467759
dessert,0.24326988193258742
birthday,0.3588011747526808
treats,0.3109857359086205
thirty,0.3535888678577316
view,0.3744679287930225
thirty,0.2738243127973469
view,0.27906345980052727
grand,0.24414180497868437
thirty,0.43531030072052734
butter,0.3582339760810049
know,0.32753206056967815
late,0.3900780300023693
vs,0.440207608117985
martini,0.2797301888595101
preparation,0.3959357862044615
combinations,0.1837618417834296
loud,0.37588207918233846
luxury,0.4418289600722483
tea,0.42740145554072784
sum,0.48690201186514054
boar,0.4195557862456589
method,0.34542390958132013
sushi,0.6984417441756011
belt,0.5095238346374232
sushi,0.6338436856616493
glass,0.27411985725736127
varieties,0.2708344249079832
miso,0.3885313884847463
balls,0.4328614799511375
balls,0.41851172169215284
vegetarian,0.4217164856112428
insanely,0.4511486936522046
vegan,0.420734536300096
plaza,0.30513897519246935
mee,0.21072597808634771
vegetarian,0.24626477089917395
vegetarian,0.25145605280455446
noodles,0.34834142319932304
kway,0.43197964935345595
vegan,0.4317962260540855
versions,0.5397409854514508
